donor,event,method,cluster
a_010_NK.fcs,13734,Hierarchical (ward),1
a_010_NK.fcs,13822,Hierarchical (ward),1
a_010_NK.fcs,13859,Hierarchical (ward),2
a_010_NK.fcs,13933,Hierarchical (ward),3
a_010_NK.fcs,14085,Hierarchical (ward),3
a_010_NK.fcs,14184,Hierarchical (ward),0
a_010_NK.fcs,14274,Hierarchical (ward),4
a_010_NK.fcs,14550,Hierarchical (ward),3
a_010_NK.fcs,14589,Hierarchical (ward),0
a_010_NK.fcs,15074,Hierarchical (ward),3
a_010_NK.fcs,15243,Hierarchical (ward),1
a_010_NK.fcs,15285,Hierarchical (ward),0
a_010_NK.fcs,15407,Hierarchical (ward),0
a_010_NK.fcs,15468,Hierarchical (ward),3
a_010_NK.fcs,15471,Hierarchical (ward),2
a_010_NK.fcs,15558,Hierarchical (ward),1
a_010_NK.fcs,15792,Hierarchical (ward),0
a_010_NK.fcs,16334,Hierarchical (ward),2
a_010_NK.fcs,16402,Hierarchical (ward),0
a_010_NK.fcs,16529,Hierarchical (ward),0
a_010_NK.fcs,16736,Hierarchical (ward),0
a_010_NK.fcs,16796,Hierarchical (ward),3
a_010_NK.fcs,16845,Hierarchical (ward),0
a_010_NK.fcs,17174,Hierarchical (ward),1
a_010_NK.fcs,17204,Hierarchical (ward),3
a_010_NK.fcs,17437,Hierarchical (ward),5
a_010_NK.fcs,17451,Hierarchical (ward),3
a_010_NK.fcs,17660,Hierarchical (ward),3
a_010_NK.fcs,17975,Hierarchical (ward),3
a_010_NK.fcs,17984,Hierarchical (ward),2
a_010_NK.fcs,17988,Hierarchical (ward),2
a_010_NK.fcs,18207,Hierarchical (ward),0
a_010_NK.fcs,18248,Hierarchical (ward),3
a_010_NK.fcs,18455,Hierarchical (ward),3
a_010_NK.fcs,18678,Hierarchical (ward),2
a_010_NK.fcs,18826,Hierarchical (ward),3
a_010_NK.fcs,18909,Hierarchical (ward),3
a_010_NK.fcs,18958,Hierarchical (ward),3
a_010_NK.fcs,19002,Hierarchical (ward),0
a_010_NK.fcs,19057,Hierarchical (ward),3
a_010_NK.fcs,19112,Hierarchical (ward),3
a_010_NK.fcs,19452,Hierarchical (ward),2
a_010_NK.fcs,19593,Hierarchical (ward),3
a_010_NK.fcs,19814,Hierarchical (ward),0
a_010_NK.fcs,19928,Hierarchical (ward),3
a_010_NK.fcs,19941,Hierarchical (ward),3
a_010_NK.fcs,19955,Hierarchical (ward),2
a_010_NK.fcs,20148,Hierarchical (ward),0
a_010_NK.fcs,20413,Hierarchical (ward),2
a_010_NK.fcs,20420,Hierarchical (ward),3
a_010_NK.fcs,20661,Hierarchical (ward),5
a_010_NK.fcs,20676,Hierarchical (ward),2
a_010_NK.fcs,20677,Hierarchical (ward),2
a_010_NK.fcs,20948,Hierarchical (ward),3
a_010_NK.fcs,20950,Hierarchical (ward),0
a_010_NK.fcs,20968,Hierarchical (ward),0
a_010_NK.fcs,20999,Hierarchical (ward),3
a_010_NK.fcs,21021,Hierarchical (ward),3
a_010_NK.fcs,21290,Hierarchical (ward),0
a_010_NK.fcs,21485,Hierarchical (ward),3
a_010_NK.fcs,21562,Hierarchical (ward),0
a_010_NK.fcs,21601,Hierarchical (ward),1
a_010_NK.fcs,21817,Hierarchical (ward),3
a_010_NK.fcs,21931,Hierarchical (ward),3
a_010_NK.fcs,22406,Hierarchical (ward),2
a_010_NK.fcs,22467,Hierarchical (ward),2
a_010_NK.fcs,22785,Hierarchical (ward),3
a_010_NK.fcs,22854,Hierarchical (ward),1
a_010_NK.fcs,22971,Hierarchical (ward),1
a_010_NK.fcs,23024,Hierarchical (ward),2
a_010_NK.fcs,23060,Hierarchical (ward),2
a_010_NK.fcs,23372,Hierarchical (ward),0
a_010_NK.fcs,23416,Hierarchical (ward),2
a_010_NK.fcs,23454,Hierarchical (ward),0
a_010_NK.fcs,23553,Hierarchical (ward),3
a_010_NK.fcs,23680,Hierarchical (ward),2
a_010_NK.fcs,23694,Hierarchical (ward),2
a_010_NK.fcs,23731,Hierarchical (ward),0
a_010_NK.fcs,23898,Hierarchical (ward),0
a_010_NK.fcs,24057,Hierarchical (ward),3
a_010_NK.fcs,24158,Hierarchical (ward),2
a_010_NK.fcs,24163,Hierarchical (ward),1
a_010_NK.fcs,24168,Hierarchical (ward),3
a_010_NK.fcs,24337,Hierarchical (ward),0
a_010_NK.fcs,24405,Hierarchical (ward),2
a_010_NK.fcs,24604,Hierarchical (ward),3
a_010_NK.fcs,24652,Hierarchical (ward),0
a_010_NK.fcs,24735,Hierarchical (ward),2
a_010_NK.fcs,24944,Hierarchical (ward),0
a_010_NK.fcs,25083,Hierarchical (ward),2
a_010_NK.fcs,25119,Hierarchical (ward),2
a_010_NK.fcs,25298,Hierarchical (ward),0
a_010_NK.fcs,25391,Hierarchical (ward),1
a_010_NK.fcs,25409,Hierarchical (ward),0
a_010_NK.fcs,25549,Hierarchical (ward),3
a_010_NK.fcs,25586,Hierarchical (ward),3
a_010_NK.fcs,25643,Hierarchical (ward),4
a_010_NK.fcs,25729,Hierarchical (ward),2
a_010_NK.fcs,25859,Hierarchical (ward),1
a_010_NK.fcs,25880,Hierarchical (ward),3
a_010_NK.fcs,25925,Hierarchical (ward),2
a_010_NK.fcs,25948,Hierarchical (ward),0
a_010_NK.fcs,25999,Hierarchical (ward),0
a_010_NK.fcs,26098,Hierarchical (ward),3
a_010_NK.fcs,26102,Hierarchical (ward),0
a_010_NK.fcs,26469,Hierarchical (ward),2
a_010_NK.fcs,26700,Hierarchical (ward),3
a_010_NK.fcs,26747,Hierarchical (ward),3
a_010_NK.fcs,26974,Hierarchical (ward),3
a_010_NK.fcs,27018,Hierarchical (ward),3
a_010_NK.fcs,27024,Hierarchical (ward),1
a_010_NK.fcs,27202,Hierarchical (ward),1
a_010_NK.fcs,27326,Hierarchical (ward),3
a_010_NK.fcs,27338,Hierarchical (ward),0
a_010_NK.fcs,27399,Hierarchical (ward),3
a_010_NK.fcs,27407,Hierarchical (ward),3
a_010_NK.fcs,27436,Hierarchical (ward),0
a_010_NK.fcs,27560,Hierarchical (ward),3
a_010_NK.fcs,27990,Hierarchical (ward),2
a_010_NK.fcs,28090,Hierarchical (ward),0
a_010_NK.fcs,28151,Hierarchical (ward),2
a_010_NK.fcs,28202,Hierarchical (ward),0
a_010_NK.fcs,28222,Hierarchical (ward),2
a_010_NK.fcs,28260,Hierarchical (ward),2
a_010_NK.fcs,28277,Hierarchical (ward),2
a_010_NK.fcs,28311,Hierarchical (ward),2
a_010_NK.fcs,28375,Hierarchical (ward),2
a_010_NK.fcs,28408,Hierarchical (ward),3
a_010_NK.fcs,28446,Hierarchical (ward),2
a_010_NK.fcs,28564,Hierarchical (ward),3
a_010_NK.fcs,28842,Hierarchical (ward),3
a_010_NK.fcs,28884,Hierarchical (ward),2
a_010_NK.fcs,29176,Hierarchical (ward),2
a_010_NK.fcs,29214,Hierarchical (ward),2
a_010_NK.fcs,29312,Hierarchical (ward),0
a_010_NK.fcs,29436,Hierarchical (ward),3
a_010_NK.fcs,29708,Hierarchical (ward),3
a_010_NK.fcs,30372,Hierarchical (ward),3
a_010_NK.fcs,30424,Hierarchical (ward),1
a_010_NK.fcs,30570,Hierarchical (ward),3
a_010_NK.fcs,30961,Hierarchical (ward),2
a_010_NK.fcs,31070,Hierarchical (ward),2
a_010_NK.fcs,31071,Hierarchical (ward),3
a_010_NK.fcs,31393,Hierarchical (ward),0
a_010_NK.fcs,31504,Hierarchical (ward),2
a_010_NK.fcs,31518,Hierarchical (ward),0
a_010_NK.fcs,31567,Hierarchical (ward),3
a_010_NK.fcs,31595,Hierarchical (ward),2
a_010_NK.fcs,31835,Hierarchical (ward),3
a_010_NK.fcs,31880,Hierarchical (ward),3
a_010_NK.fcs,31967,Hierarchical (ward),2
a_010_NK.fcs,32116,Hierarchical (ward),2
a_010_NK.fcs,32500,Hierarchical (ward),2
a_010_NK.fcs,32569,Hierarchical (ward),3
a_010_NK.fcs,32602,Hierarchical (ward),0
a_010_NK.fcs,32765,Hierarchical (ward),3
a_010_NK.fcs,33294,Hierarchical (ward),3
a_010_NK.fcs,33579,Hierarchical (ward),2
a_010_NK.fcs,33707,Hierarchical (ward),3
a_010_NK.fcs,33829,Hierarchical (ward),0
a_010_NK.fcs,34193,Hierarchical (ward),0
a_010_NK.fcs,34246,Hierarchical (ward),0
a_010_NK.fcs,34253,Hierarchical (ward),1
a_010_NK.fcs,34276,Hierarchical (ward),2
a_010_NK.fcs,34335,Hierarchical (ward),0
a_010_NK.fcs,34431,Hierarchical (ward),0
a_010_NK.fcs,34575,Hierarchical (ward),1
a_010_NK.fcs,34671,Hierarchical (ward),3
a_010_NK.fcs,34802,Hierarchical (ward),3
a_010_NK.fcs,35125,Hierarchical (ward),0
a_010_NK.fcs,35790,Hierarchical (ward),3
a_010_NK.fcs,35911,Hierarchical (ward),2
a_010_NK.fcs,35927,Hierarchical (ward),2
a_010_NK.fcs,35935,Hierarchical (ward),0
a_010_NK.fcs,36011,Hierarchical (ward),2
a_010_NK.fcs,36016,Hierarchical (ward),0
a_010_NK.fcs,36180,Hierarchical (ward),0
a_010_NK.fcs,36301,Hierarchical (ward),3
a_010_NK.fcs,36353,Hierarchical (ward),3
a_010_NK.fcs,36404,Hierarchical (ward),3
a_010_NK.fcs,36440,Hierarchical (ward),3
a_010_NK.fcs,36464,Hierarchical (ward),1
a_010_NK.fcs,36518,Hierarchical (ward),2
a_010_NK.fcs,36525,Hierarchical (ward),3
a_010_NK.fcs,36530,Hierarchical (ward),2
a_010_NK.fcs,36576,Hierarchical (ward),0
a_010_NK.fcs,36808,Hierarchical (ward),2
a_010_NK.fcs,36961,Hierarchical (ward),2
a_010_NK.fcs,37125,Hierarchical (ward),3
a_010_NK.fcs,37212,Hierarchical (ward),2
a_010_NK.fcs,37266,Hierarchical (ward),0
a_010_NK.fcs,37292,Hierarchical (ward),1
a_010_NK.fcs,37397,Hierarchical (ward),2
a_010_NK.fcs,37411,Hierarchical (ward),1
a_010_NK.fcs,37565,Hierarchical (ward),3
a_010_NK.fcs,37581,Hierarchical (ward),1
a_010_NK.fcs,37602,Hierarchical (ward),2
a_010_NK.fcs,37643,Hierarchical (ward),2
a_010_NK.fcs,37715,Hierarchical (ward),2
a_010_NK.fcs,37784,Hierarchical (ward),0
a_010_NK.fcs,37951,Hierarchical (ward),0
a_010_NK.fcs,38012,Hierarchical (ward),0
a_010_NK.fcs,38136,Hierarchical (ward),2
a_010_NK.fcs,38268,Hierarchical (ward),1
a_010_NK.fcs,38472,Hierarchical (ward),2
a_010_NK.fcs,38521,Hierarchical (ward),2
a_010_NK.fcs,38554,Hierarchical (ward),0
a_010_NK.fcs,38729,Hierarchical (ward),0
a_010_NK.fcs,39110,Hierarchical (ward),4
a_010_NK.fcs,39144,Hierarchical (ward),0
a_010_NK.fcs,39173,Hierarchical (ward),2
a_010_NK.fcs,39255,Hierarchical (ward),3
a_010_NK.fcs,39299,Hierarchical (ward),3
a_010_NK.fcs,39408,Hierarchical (ward),1
a_010_NK.fcs,39692,Hierarchical (ward),1
a_010_NK.fcs,39901,Hierarchical (ward),0
a_010_NK.fcs,40074,Hierarchical (ward),2
a_010_NK.fcs,40138,Hierarchical (ward),3
a_010_NK.fcs,40407,Hierarchical (ward),2
a_010_NK.fcs,40487,Hierarchical (ward),3
a_010_NK.fcs,40541,Hierarchical (ward),3
a_010_NK.fcs,40734,Hierarchical (ward),0
a_010_NK.fcs,40735,Hierarchical (ward),3
a_010_NK.fcs,40752,Hierarchical (ward),0
a_010_NK.fcs,40755,Hierarchical (ward),2
a_010_NK.fcs,40772,Hierarchical (ward),0
a_010_NK.fcs,41070,Hierarchical (ward),3
a_010_NK.fcs,41171,Hierarchical (ward),0
a_010_NK.fcs,41197,Hierarchical (ward),0
a_010_NK.fcs,41391,Hierarchical (ward),2
a_010_NK.fcs,41542,Hierarchical (ward),0
a_010_NK.fcs,41617,Hierarchical (ward),0
a_010_NK.fcs,41757,Hierarchical (ward),3
a_010_NK.fcs,41830,Hierarchical (ward),3
a_010_NK.fcs,41902,Hierarchical (ward),0
a_010_NK.fcs,41965,Hierarchical (ward),2
a_010_NK.fcs,42465,Hierarchical (ward),2
a_010_NK.fcs,42530,Hierarchical (ward),0
a_010_NK.fcs,42550,Hierarchical (ward),2
a_010_NK.fcs,43251,Hierarchical (ward),3
a_010_NK.fcs,43263,Hierarchical (ward),2
a_010_NK.fcs,43324,Hierarchical (ward),2
a_010_NK.fcs,43729,Hierarchical (ward),2
a_010_NK.fcs,43773,Hierarchical (ward),0
a_010_NK.fcs,43820,Hierarchical (ward),0
a_010_NK.fcs,43842,Hierarchical (ward),5
a_010_NK.fcs,43963,Hierarchical (ward),1
a_010_NK.fcs,44078,Hierarchical (ward),2
a_010_NK.fcs,44247,Hierarchical (ward),2
a_010_NK.fcs,44367,Hierarchical (ward),2
a_010_NK.fcs,44495,Hierarchical (ward),3
a_010_NK.fcs,44643,Hierarchical (ward),2
a_010_NK.fcs,44949,Hierarchical (ward),1
a_010_NK.fcs,45052,Hierarchical (ward),2
a_010_NK.fcs,45070,Hierarchical (ward),2
a_010_NK.fcs,45078,Hierarchical (ward),2
a_010_NK.fcs,45168,Hierarchical (ward),2
a_010_NK.fcs,45233,Hierarchical (ward),2
a_010_NK.fcs,45332,Hierarchical (ward),0
a_010_NK.fcs,45377,Hierarchical (ward),3
a_010_NK.fcs,45462,Hierarchical (ward),0
a_010_NK.fcs,45472,Hierarchical (ward),0
a_010_NK.fcs,45701,Hierarchical (ward),3
a_010_NK.fcs,46020,Hierarchical (ward),2
a_010_NK.fcs,46345,Hierarchical (ward),2
a_010_NK.fcs,46356,Hierarchical (ward),0
a_010_NK.fcs,46651,Hierarchical (ward),0
a_010_NK.fcs,46933,Hierarchical (ward),0
a_010_NK.fcs,47069,Hierarchical (ward),5
a_010_NK.fcs,47100,Hierarchical (ward),3
a_010_NK.fcs,47386,Hierarchical (ward),2
a_010_NK.fcs,47387,Hierarchical (ward),2
a_010_NK.fcs,47391,Hierarchical (ward),1
a_010_NK.fcs,47584,Hierarchical (ward),3
a_010_NK.fcs,47604,Hierarchical (ward),2
a_010_NK.fcs,47623,Hierarchical (ward),0
a_010_NK.fcs,47647,Hierarchical (ward),3
a_010_NK.fcs,47705,Hierarchical (ward),2
a_010_NK.fcs,47754,Hierarchical (ward),3
a_010_NK.fcs,47889,Hierarchical (ward),3
a_010_NK.fcs,47892,Hierarchical (ward),2
a_010_NK.fcs,47902,Hierarchical (ward),0
a_010_NK.fcs,48037,Hierarchical (ward),3
a_010_NK.fcs,48234,Hierarchical (ward),2
a_010_NK.fcs,48380,Hierarchical (ward),1
a_010_NK.fcs,48524,Hierarchical (ward),3
a_010_NK.fcs,48533,Hierarchical (ward),2
a_010_NK.fcs,48713,Hierarchical (ward),2
a_010_NK.fcs,48790,Hierarchical (ward),2
a_010_NK.fcs,48850,Hierarchical (ward),2
a_010_NK.fcs,49027,Hierarchical (ward),2
a_010_NK.fcs,49211,Hierarchical (ward),2
a_010_NK.fcs,49394,Hierarchical (ward),3
a_010_NK.fcs,49428,Hierarchical (ward),0
a_010_NK.fcs,49721,Hierarchical (ward),2
a_010_NK.fcs,49808,Hierarchical (ward),0
a_010_NK.fcs,49904,Hierarchical (ward),3
a_010_NK.fcs,49909,Hierarchical (ward),3
a_010_NK.fcs,49932,Hierarchical (ward),0
a_010_NK.fcs,49951,Hierarchical (ward),0
a_010_NK.fcs,50104,Hierarchical (ward),1
a_010_NK.fcs,50111,Hierarchical (ward),3
a_010_NK.fcs,50202,Hierarchical (ward),1
a_010_NK.fcs,50239,Hierarchical (ward),2
a_010_NK.fcs,50246,Hierarchical (ward),3
a_010_NK.fcs,50399,Hierarchical (ward),2
a_010_NK.fcs,50415,Hierarchical (ward),2
a_010_NK.fcs,50558,Hierarchical (ward),2
a_010_NK.fcs,50597,Hierarchical (ward),0
a_010_NK.fcs,50636,Hierarchical (ward),0
a_010_NK.fcs,50726,Hierarchical (ward),1
a_010_NK.fcs,50882,Hierarchical (ward),1
a_010_NK.fcs,50941,Hierarchical (ward),3
a_010_NK.fcs,50952,Hierarchical (ward),3
a_010_NK.fcs,51041,Hierarchical (ward),1
a_010_NK.fcs,51047,Hierarchical (ward),3
a_010_NK.fcs,51067,Hierarchical (ward),2
a_010_NK.fcs,51249,Hierarchical (ward),0
a_010_NK.fcs,51334,Hierarchical (ward),3
a_010_NK.fcs,51446,Hierarchical (ward),2
a_010_NK.fcs,51458,Hierarchical (ward),5
a_010_NK.fcs,51493,Hierarchical (ward),3
a_010_NK.fcs,51592,Hierarchical (ward),3
a_010_NK.fcs,51723,Hierarchical (ward),3
a_010_NK.fcs,52087,Hierarchical (ward),3
a_010_NK.fcs,52138,Hierarchical (ward),0
a_010_NK.fcs,52227,Hierarchical (ward),3
a_010_NK.fcs,52283,Hierarchical (ward),3
a_010_NK.fcs,52382,Hierarchical (ward),3
a_010_NK.fcs,52586,Hierarchical (ward),3
a_010_NK.fcs,52987,Hierarchical (ward),2
a_010_NK.fcs,53024,Hierarchical (ward),1
a_010_NK.fcs,53064,Hierarchical (ward),2
a_010_NK.fcs,53110,Hierarchical (ward),3
a_010_NK.fcs,53270,Hierarchical (ward),0
a_010_NK.fcs,53271,Hierarchical (ward),3
a_010_NK.fcs,53438,Hierarchical (ward),3
a_010_NK.fcs,53464,Hierarchical (ward),2
a_010_NK.fcs,53467,Hierarchical (ward),3
a_010_NK.fcs,54000,Hierarchical (ward),2
a_010_NK.fcs,54016,Hierarchical (ward),3
a_010_NK.fcs,54477,Hierarchical (ward),1
a_010_NK.fcs,54508,Hierarchical (ward),0
a_010_NK.fcs,54540,Hierarchical (ward),0
a_010_NK.fcs,54621,Hierarchical (ward),3
a_010_NK.fcs,54741,Hierarchical (ward),3
a_010_NK.fcs,54891,Hierarchical (ward),0
a_010_NK.fcs,54894,Hierarchical (ward),0
a_010_NK.fcs,55039,Hierarchical (ward),1
a_010_NK.fcs,55061,Hierarchical (ward),0
a_010_NK.fcs,55211,Hierarchical (ward),0
a_010_NK.fcs,55291,Hierarchical (ward),2
a_010_NK.fcs,55344,Hierarchical (ward),3
a_010_NK.fcs,55531,Hierarchical (ward),0
a_010_NK.fcs,55584,Hierarchical (ward),2
a_010_NK.fcs,55739,Hierarchical (ward),2
a_010_NK.fcs,55922,Hierarchical (ward),2
a_010_NK.fcs,56170,Hierarchical (ward),3
a_010_NK.fcs,56527,Hierarchical (ward),0
a_010_NK.fcs,56977,Hierarchical (ward),0
a_010_NK.fcs,57540,Hierarchical (ward),3
a_010_NK.fcs,57971,Hierarchical (ward),0
a_010_NK.fcs,58019,Hierarchical (ward),3
a_010_NK.fcs,58077,Hierarchical (ward),2
a_010_NK.fcs,58337,Hierarchical (ward),1
a_010_NK.fcs,58827,Hierarchical (ward),2
a_010_NK.fcs,59071,Hierarchical (ward),3
a_010_NK.fcs,59095,Hierarchical (ward),0
a_010_NK.fcs,59272,Hierarchical (ward),3
a_010_NK.fcs,59311,Hierarchical (ward),0
a_010_NK.fcs,59359,Hierarchical (ward),0
a_010_NK.fcs,59686,Hierarchical (ward),2
a_010_NK.fcs,59896,Hierarchical (ward),3
a_010_NK.fcs,59897,Hierarchical (ward),3
a_010_NK.fcs,60409,Hierarchical (ward),2
a_010_NK.fcs,60586,Hierarchical (ward),2
a_010_NK.fcs,60612,Hierarchical (ward),0
a_010_NK.fcs,60762,Hierarchical (ward),3
a_010_NK.fcs,60796,Hierarchical (ward),3
a_010_NK.fcs,61040,Hierarchical (ward),3
a_010_NK.fcs,61321,Hierarchical (ward),3
a_010_NK.fcs,61401,Hierarchical (ward),3
a_010_NK.fcs,61430,Hierarchical (ward),3
a_010_NK.fcs,61459,Hierarchical (ward),0
a_010_NK.fcs,61471,Hierarchical (ward),2
a_010_NK.fcs,61523,Hierarchical (ward),3
a_010_NK.fcs,61537,Hierarchical (ward),3
a_010_NK.fcs,61876,Hierarchical (ward),0
a_010_NK.fcs,61954,Hierarchical (ward),0
a_010_NK.fcs,62150,Hierarchical (ward),3
a_010_NK.fcs,62253,Hierarchical (ward),3
a_010_NK.fcs,62317,Hierarchical (ward),3
a_010_NK.fcs,62574,Hierarchical (ward),3
a_010_NK.fcs,62786,Hierarchical (ward),0
a_010_NK.fcs,62920,Hierarchical (ward),3
a_010_NK.fcs,63130,Hierarchical (ward),3
a_010_NK.fcs,63133,Hierarchical (ward),3
a_010_NK.fcs,63163,Hierarchical (ward),3
a_010_NK.fcs,63259,Hierarchical (ward),0
a_010_NK.fcs,63286,Hierarchical (ward),0
a_010_NK.fcs,63476,Hierarchical (ward),2
a_010_NK.fcs,63509,Hierarchical (ward),0
a_010_NK.fcs,63811,Hierarchical (ward),0
a_010_NK.fcs,63823,Hierarchical (ward),3
a_010_NK.fcs,64067,Hierarchical (ward),3
a_010_NK.fcs,64227,Hierarchical (ward),2
a_010_NK.fcs,64231,Hierarchical (ward),2
a_010_NK.fcs,64327,Hierarchical (ward),3
a_010_NK.fcs,64373,Hierarchical (ward),3
a_010_NK.fcs,64759,Hierarchical (ward),1
a_010_NK.fcs,65038,Hierarchical (ward),3
a_010_NK.fcs,65292,Hierarchical (ward),2
a_010_NK.fcs,65397,Hierarchical (ward),1
a_010_NK.fcs,65589,Hierarchical (ward),0
a_010_NK.fcs,65602,Hierarchical (ward),2
a_010_NK.fcs,65888,Hierarchical (ward),2
a_010_NK.fcs,65894,Hierarchical (ward),0
a_010_NK.fcs,65977,Hierarchical (ward),0
a_010_NK.fcs,66023,Hierarchical (ward),3
a_010_NK.fcs,66130,Hierarchical (ward),3
a_010_NK.fcs,66145,Hierarchical (ward),2
a_010_NK.fcs,66311,Hierarchical (ward),2
a_010_NK.fcs,66312,Hierarchical (ward),0
a_010_NK.fcs,66529,Hierarchical (ward),3
a_010_NK.fcs,66676,Hierarchical (ward),0
a_010_NK.fcs,66682,Hierarchical (ward),0
a_010_NK.fcs,66780,Hierarchical (ward),3
a_010_NK.fcs,66926,Hierarchical (ward),3
a_010_NK.fcs,66996,Hierarchical (ward),3
a_010_NK.fcs,67211,Hierarchical (ward),1
a_010_NK.fcs,67277,Hierarchical (ward),3
a_010_NK.fcs,67281,Hierarchical (ward),3
a_010_NK.fcs,67284,Hierarchical (ward),3
a_010_NK.fcs,67317,Hierarchical (ward),0
a_010_NK.fcs,67350,Hierarchical (ward),2
a_010_NK.fcs,67516,Hierarchical (ward),2
a_010_NK.fcs,67641,Hierarchical (ward),2
a_010_NK.fcs,67651,Hierarchical (ward),0
a_010_NK.fcs,67800,Hierarchical (ward),2
a_010_NK.fcs,68438,Hierarchical (ward),0
a_010_NK.fcs,68480,Hierarchical (ward),3
a_010_NK.fcs,68847,Hierarchical (ward),3
a_010_NK.fcs,68921,Hierarchical (ward),2
a_010_NK.fcs,68939,Hierarchical (ward),3
a_010_NK.fcs,68989,Hierarchical (ward),4
a_010_NK.fcs,69042,Hierarchical (ward),2
a_010_NK.fcs,69059,Hierarchical (ward),0
a_010_NK.fcs,69073,Hierarchical (ward),2
a_010_NK.fcs,69084,Hierarchical (ward),2
a_010_NK.fcs,69172,Hierarchical (ward),3
a_010_NK.fcs,69226,Hierarchical (ward),2
a_010_NK.fcs,69499,Hierarchical (ward),2
a_010_NK.fcs,69706,Hierarchical (ward),2
a_010_NK.fcs,69770,Hierarchical (ward),2
a_010_NK.fcs,69826,Hierarchical (ward),0
a_010_NK.fcs,69923,Hierarchical (ward),3
a_010_NK.fcs,69964,Hierarchical (ward),3
a_010_NK.fcs,70024,Hierarchical (ward),3
a_010_NK.fcs,70092,Hierarchical (ward),2
a_010_NK.fcs,70107,Hierarchical (ward),0
a_010_NK.fcs,70199,Hierarchical (ward),3
a_010_NK.fcs,70283,Hierarchical (ward),3
a_010_NK.fcs,70294,Hierarchical (ward),3
a_010_NK.fcs,70308,Hierarchical (ward),1
a_010_NK.fcs,70518,Hierarchical (ward),2
a_010_NK.fcs,70590,Hierarchical (ward),2
a_010_NK.fcs,70665,Hierarchical (ward),5
a_010_NK.fcs,70726,Hierarchical (ward),2
a_010_NK.fcs,70729,Hierarchical (ward),0
a_010_NK.fcs,70908,Hierarchical (ward),0
a_010_NK.fcs,71086,Hierarchical (ward),0
a_010_NK.fcs,71089,Hierarchical (ward),3
a_010_NK.fcs,71252,Hierarchical (ward),3
a_010_NK.fcs,71275,Hierarchical (ward),3
a_010_NK.fcs,71420,Hierarchical (ward),0
a_010_NK.fcs,71441,Hierarchical (ward),0
a_010_NK.fcs,71693,Hierarchical (ward),1
a_010_NK.fcs,71764,Hierarchical (ward),0
a_010_NK.fcs,71781,Hierarchical (ward),3
a_010_NK.fcs,71999,Hierarchical (ward),3
a_010_NK.fcs,72136,Hierarchical (ward),3
a_010_NK.fcs,72164,Hierarchical (ward),3
a_010_NK.fcs,72241,Hierarchical (ward),2
a_010_NK.fcs,72318,Hierarchical (ward),0
a_010_NK.fcs,72445,Hierarchical (ward),0
a_010_NK.fcs,72586,Hierarchical (ward),3
a_010_NK.fcs,72884,Hierarchical (ward),3
a_010_NK.fcs,72965,Hierarchical (ward),0
a_010_NK.fcs,73128,Hierarchical (ward),2
a_010_NK.fcs,73247,Hierarchical (ward),4
a_010_NK.fcs,73461,Hierarchical (ward),2
a_010_NK.fcs,73490,Hierarchical (ward),3
a_010_NK.fcs,73855,Hierarchical (ward),3
a_010_NK.fcs,73949,Hierarchical (ward),3
a_010_NK.fcs,73952,Hierarchical (ward),3
a_010_NK.fcs,73967,Hierarchical (ward),1
a_010_NK.fcs,73982,Hierarchical (ward),3
a_010_NK.fcs,74242,Hierarchical (ward),0
a_010_NK.fcs,74582,Hierarchical (ward),0
a_010_NK.fcs,74681,Hierarchical (ward),3
a_010_NK.fcs,75169,Hierarchical (ward),3
a_010_NK.fcs,75822,Hierarchical (ward),2
a_010_NK.fcs,75856,Hierarchical (ward),3
a_010_NK.fcs,75870,Hierarchical (ward),3
a_010_NK.fcs,75915,Hierarchical (ward),3
a_010_NK.fcs,75975,Hierarchical (ward),3
a_010_NK.fcs,76043,Hierarchical (ward),0
a_010_NK.fcs,76330,Hierarchical (ward),3
a_010_NK.fcs,76437,Hierarchical (ward),3
a_010_NK.fcs,76456,Hierarchical (ward),1
a_010_NK.fcs,76815,Hierarchical (ward),3
a_010_NK.fcs,76823,Hierarchical (ward),2
a_010_NK.fcs,77090,Hierarchical (ward),3
a_010_NK.fcs,77327,Hierarchical (ward),2
a_010_NK.fcs,77457,Hierarchical (ward),3
a_010_NK.fcs,77530,Hierarchical (ward),0
a_010_NK.fcs,77531,Hierarchical (ward),0
a_010_NK.fcs,77599,Hierarchical (ward),3
a_010_NK.fcs,77738,Hierarchical (ward),2
a_010_NK.fcs,77823,Hierarchical (ward),2
a_010_NK.fcs,77984,Hierarchical (ward),3
a_010_NK.fcs,78229,Hierarchical (ward),2
a_010_NK.fcs,78423,Hierarchical (ward),3
a_010_NK.fcs,78682,Hierarchical (ward),3
a_010_NK.fcs,78779,Hierarchical (ward),2
a_010_NK.fcs,78930,Hierarchical (ward),0
a_010_NK.fcs,79106,Hierarchical (ward),0
a_010_NK.fcs,79433,Hierarchical (ward),3
a_010_NK.fcs,79471,Hierarchical (ward),3
a_010_NK.fcs,79751,Hierarchical (ward),3
a_010_NK.fcs,79765,Hierarchical (ward),3
a_010_NK.fcs,79775,Hierarchical (ward),0
a_010_NK.fcs,79791,Hierarchical (ward),1
a_010_NK.fcs,79958,Hierarchical (ward),3
a_010_NK.fcs,80050,Hierarchical (ward),2
a_010_NK.fcs,80065,Hierarchical (ward),1
a_010_NK.fcs,80087,Hierarchical (ward),0
a_010_NK.fcs,80418,Hierarchical (ward),0
